11001,999,1
11002,999,1
11003,999,1
11004,999,1
11005,999,1
11006,999,1
11007,999,1
11008,999,1
11009,999,1
11010,999,1
11011,999,1
11012,999,1
11013,999,1
11014,999,1
11015,999,1
11016,999,1
11017,999,1
11018,999,1
11019,999,1
11020,999,1
11021,999,1
11022,999,1
11023,999,1
11024,999,1
11025,999,1
11026,999,1
11027,999,1
11028,999,1
11029,999,1
11030,999,1
11031,999,1
11032,999,1
11033,999,1
11034,999,1
11035,999,1
11036,999,1
11037,999,1
11038,999,1
11039,999,1
11040,999,1
11041,999,1
11042,999,1
11043,999,1
11044,999,1
11045,999,1
11046,999,1
11047,999,1
11048,999,1
11049,999,1
11050,999,1
11051,999,1
11052,999,1
11053,999,1
11054,999,1
11055,999,1
11056,999,1
11057,999,1
11058,999,1
11059,999,1
11060,999,1
11061,999,1
11062,999,1
11063,999,1
11064,999,1
11065,999,1
11066,999,1
11067,999,1
11068,999,1
11069,999,1
11070,999,1
11071,999,1
11072,999,1
11073,999,1
11074,999,1
11075,999,1
11076,999,1
11077,999,1
11078,999,1
11160,999,1
11079,999,1
11080,999,1
11081,999,1
11082,999,1
11083,999,1
11084,999,1
11085,999,1
11086,999,1
11087,999,1
11088,999,1
11089,999,1
11090,999,1
11091,999,1
11092,999,1
11093,999,1
11094,999,1
11095,999,1
11096,999,1
11097,999,1
11099,999,1
11100,999,1
11101,999,1
11102,999,1
11103,999,1
11104,999,1
11105,999,1
11106,999,1
11107,999,1
11108,999,1
11111,999,1
11112,999,1
11114,999,1
11115,999,1
11117,999,1
11119,999,1
11120,999,1
11121,999,1
11122,999,1
11123,999,1
11124,999,1
11125,999,1
11126,999,1
11127,999,1
11128,999,1
11130,999,1
11131,999,1
11132,999,1
11133,999,1
11134,999,1
11135,999,1
11136,999,1
11137,999,1
11138,999,1
11139,999,1
11140,999,1
11141,999,1
11142,999,1
11143,999,1
11144,999,1
11145,999,1
11146,999,1
11147,999,1
11148,999,1
11149,999,1
11150,999,1
11151,999,1
11152,999,1
11153,999,1
11154,999,1
11155,999,1
11156,999,1
11157,999,1
11158,999,1
11159,999,1
12001,999,1
12002,999,1
12003,999,1
12013,999,1
12021,999,1
12022,999,1
12026,999,1
12027,999,1
12028,999,1
